postulante_id,pregunta_id,respuesta_id,texto.respuesta
2932330.0,19.0,1274325.0,"porque requieren una solucion de especialista y profesional con experiencia en el area clinica psicologica, pagando por obtener un servicio de calidad que sea un aporte real a la problematica que les aqueja, cada segmento de cliente prefiere pagar a traves de transferencia electronica cada sesion o consulta online"
482920.0,19.0,1275958.0,"los clientes se encuentran seguros, felices y satisfechos con la linea cosmética, usan todo métodos de pago sin ningún problema."
11335960.0,19.0,1134288.0,están dispuestos a pagar porque tienen una prescripción médica y es necesario para complementar su recuperación usando sus prendas compresivas. 
10900960.0,19.0,1493101.0,"están dispuestos a pagar por un producto innovador con gran beneficio para la salud, actualmente pagan por productos poco innovadores poco naturales, intervenidos industrialmente con productos químicos etc. 
el medio seria paga con transferencia bancaria, debito y efectivo."
14898050.0,19.0,1229590.0,apunto a venta directa a traves del pago en efectivo y mas adelante si crece la empresa que esa es mi idea tener algun pago en linea
15243560.0,19.0,1717374.0,"porque nuestro producto que es el huevo, es producido bajo una infraestructura que permitan desplazarse libremente a las gallinas. hoy en dia el principal medio de pago es el debito o transferencia."
15249920.0,19.0,1334056.0,"el cliente es lo mas importante para el comercio que sea, siempre será tratado con respeto, se les pedirá la opinión y sugerencias para que la pyme surja. 
los valores sean moderados, calcular el valor de la prende, costo de envió, el iva, la envoltura, y al costo total se le sumara de un 10% hasta un 30%, dependiendo del valor y consumo de cada prenda."
15103550.0,19.0,1711532.0,"quiero que en mi negocio hayan varias formas de pago así no hay trabas para pagar 
como tarjetas de débito - trasferencias - tarjetas de crédito "
14938670.0,19.0,1639059.0," nuestro segmento de cliente comúnmente paga por la calidad de los productos atención e infraestructura que ofrecemos para ellos . los métodos de pago  serán a través de efectivo ,debito ,transferencias y transbank"
15141820.0,19.0,1321245.0,"mis clientes tiene dos segmentos actualmente, los que buscan ofertas de productos más económicos y los que buscan productos que no  necesariamente tienen que ser tan baratos pero deben ser aptos para ellos (personas con alergias alimentarias)
todos pagan la mitad del deposito del pedido en el momento de la reserva y la otra mitad al momento de la entrega. este otro monto lo pagan con efectivo o transferencia bancaria.
cuando crezca mi emprendimiento y esté en el sii podré recibir pagos con facturas y cheques. esto me permitirá tener clientes como universidades, escuelas, negocios mas grandes y supermercados. "
1342350.0,19.0,1730622.0,"en mis casi 18 años de experiencia trabajando en el rubro, podría confirmar que gran parte de nuestros clientes  están dispuestos a pagar mas por una pieza privad y cómoda, lo segundo mas importante es que la propiedad este limpia, este en una ubicación (cerca de la playa, centro y locomoción).

creo que nuestros clientes pagan porque se sienten como en casa y los bajos precios que tenemos nos posesionan como una de las mejores opciones del mercado.

casi la totalidad usa el método de transferencia para hacer los pagos, cuando son extranjeros o sin residencia lo hacen en efectivo."
1257720.0,19.0,2518850.0,"¿por qué están dispuestos a pagar nuestros diferentes segmentos de clientes?
productos autorizados, seguros , efectivos y de calidad, certficados y ecoamigables.
¿por qué pagan actualmente nuestros segmentos potenciales de clientes?
productos naturales, amigable con el medio ambiente, seguros y de calidad.
¿por qué medio prefiere pagar cada segmento de clientes?
transferencia electronica, webpay, debito."
14796970.0,19.0,1422583.0,"los clientes pagan por un buen servicio y por productos de calidad, cancelan en efectivo o mediante pagos de transferencias y siempre buscan quienes tengan buenos precios y disponibilidad de productos "
