postulante_id,pregunta_id,respuesta_id,texto.respuesta
827160.0,37.0,1383366.0,"hasta ahora, el mejor canal que he tenido para captar clientes a sido el presencial, debido a que junto con entregar el producto, se genera una conversación, en donde les comento de la actividad, de como se obtiene el producto y de las características que posee, por ejemplo, la predominancia de cierta flor que da origen a miel de diferentes colores. 
las redes sociales y la buena difusión de parte de la clientes pueden ser los más rentables para mi negocio, con los cuales puedo aumentar la cantidad de futuros clientes."
6244840.0,37.0,1603453.0,"el local tendrá atención de manera física, utilizando redes sociales como medios de difusión de información y marketing. representándose los siguientes canales como los más adecuado para este negocio en particular:
- presencial: folletos y tarjetas de presentación.
- redes sociales: facebook e instagram centralizado en grupos de ventas de la zona y seguidores.
- otros: radio local.
"
11766430.0,37.0,1111769.0,"prevenci on line llegará a sus clientes a tráves de medios digitales tales como: linkedin, página web, correo eléctronico, whatsapp, reuniones y seminarios digitales cerrados y en modalidad abierta por intermedio de zoom y de manera presencial.

los canales que funcionan mejor para mis segmentos de clientes son a través de reuniones virtuales y/o visitas presenciales con el fin de generar un espacio de confianza en primera instancia  y posteriormente y de mayor manera continuar con una asesoría digital y externalizada.

los canales mas rentables para mi modelo de negocio son por intermedio de medios digitales tales como reuniones o seminarios virtuales abiertos o con un determinado cliente, página web, whatsapp, correo electrónico.
"
9797910.0,37.0,355683.0,"inicialmente, pretendo utilizar redes sociales para crear mis páginas con la publicidad y descripción de los productos, además del pago de avisos en estas mismas redes. también la creación de un blog para generar clientes y como vehículo de marketing mientras todavía esté en fase de desarrollo los productos.
tener asociados pagos por envío.

asistir a ferias del rubro para conocer más sobre los clientes y tal vez realizar alianzas estratégicas de ventas y marketing.

finalmente mi principal canal de marketing serían las redes sociales e internet, pero con la idea en que en el futuro, cuando el negocio crezca lo suficiente, tener mi propio punto de ventas apoyado por la diversificación y expansión de marketing realizada con anterioridad sobre el negocio.
"
15127190.0,37.0,1318851.0,"principalmente presencial para degustaciones, ir a eventos de comidas costumbristas, luego esa información tenerla guardada para proyectarla por redes sociales.
los canales más rentables serían páginas de redes sociales como instagram,  youtube  y facebook ya que permiten mostrar la elaboración y producción del producto además de ver que al probar los clientes les gusta"
15254080.0,37.0,1768501.0,"a traves de redes sociales, y del boca a boca contando con la buena experiencia de los clientes "
15082560.0,37.0,1520515.0,"nuestro principal canal será por whatsapp, por la facilidad de comprobar direcciones a través de los servicios de dicha plataforma. el servicio telefónico también será clave para la coordinación de la recepción y entrega de las encomiendas"
12508850.0,37.0,666988.0,"mi canal de distribución,  es mi propia camioneta que esta semi habilitada para este trabajo, que cuenta con dos ventanas y barras de atención  al cliente, el piso es lavable que contribuye a la higiene del mismo. 
al ser una camioneta me puedo desplazar a diferentes lugares de atención, tales como salidas de hospitales, supermercados, ferias, universidades, entre otros."
12077840.0,37.0,328681.0,"aquí nosotros usamos diferentes formas de atraer el cliente. inicialmente esto fue promocionando por facebook y con flyers en algunos puntos claves del mismo pueblito de pichidangui. lo demás ha sido un boca a boca de nuestros clientes recomendado el lugar. ahora si logramos ampliar nuestro proyecto y hacernos una o dos cabañas mas esto ya cambiaría y deberíamos hacer un fanpage  y  una pagina web donde podamos mostrar fotografías de  nuestro producto y  promociones atractivas para los clientes.  
ademas de acercarnos a las oficinas de sernatur y adquirir su patrocinio."
12263060.0,37.0,301426.0,"los canales de llegada de producto a los clientes serán : 
+ venta directa 
+ a través de intermediarios (entrega en cafeterías, panaderias o restaurant)
+ delivery 
 se realizara  marketing directo a través de redes sociales (facebook, instagram)"
14743360.0,37.0,1256613.0,"redes sociales, tales como: instagram, facebook y whatsapp."
15223300.0,37.0,1759209.0,"instagram, facebook y recomendaciones de vecinos "
572120.0,37.0,1338677.0,"los canales principales con los cuales queremos llegar a nuestros clientes son contar con una paguina web que interactue facilmente con el cliente y publicidad por redes sociales. hoy en dia el mejor canal que funciona para mi segmento de clientes es la publicidad por internet ya sea: paguinas web, instagram y market place. los canales mas rentables son  contar con una paguina web."
14999980.0,37.0,1260776.0,"a traves de redes sociales como  facebook , wasap, instegram"
14673640.0,37.0,1232601.0,"redes sociales, sobre todo instagram y marketplace de facebook. además de grupos animalistas y doglover en facebook
"
7531030.0,37.0,1452090.0,"lo ideal es llegar a todos los canales y plataformas existentes  , como lo son las redes sociales, y canales de ventas online, en un mediano plazo, nos gustaría con la expansión de mi negocio  abarcar el mercado de las pequeñas y grandes empresas, para que a través de mercado publico nos puedan licitar y así ofrecer las variedades de productos de oficina. 
."
11734990.0,37.0,281416.0,"los canales de distribución que actualmente utilizamos para llegar a nuestros segmentos, joven, adulto 1 y adulto 2 son: delivery para la entrega del producto. en cuanto a canales de comunicación son las redes sociales; facebook, instagram, whatsapp y telefonía móvil, estos son utilizados para la comercialización del producto. esperamos llegar a nuestros clientes mediante local comerial, el cual nos permitiría abarcar todos los segmentos y realizar una atención más personalizada y entregar una experiencia diferenciadora en cuanto a nuestra competencia.
debido a las tendencias de hoy en día los canales más rentable son las redes sociales y el servicio de delivery, sin prejuicio de lo anterior los estudios realizados por gk en 2018 \tendencias de los chilenos en 2018\"" indican que existe un aumento progresivo de las salidas a comer por parte de los mismos, por lo cual lograríamos abarcar un mayor número de clientes."""
8534210.0,37.0,390965.0,"-pagina web, oficinas de turismo ( triptico ), presencial.
-pagina web
- presencial,oficinas de turismo"
14688190.0,37.0,1832119.0,"principalmente redes sociales y boca a boca, además se pretende ofrecer estos servicios a fundaciones y municipalidad al igual que colegios, lo que haría un que  se conociera rápidamente en el mercado."
11453620.0,37.0,1306776.0,"redes sociales, boca boca, publicidad "
4095010.0,37.0,388159.0,"mi proyecto de elaboración de biopreparados apunta principalmente a clientes entre adulto joven hasta la tercera edad por lo que los canales elegidos para llegar a ellos son variados. canal virtual enfocado principalmente a la gente mas joven que tiene mas acceso a las redes sociales en donde existen plataformas para ofrecer productos y servicios de forma gratuita. también tener un canal presencial para todo tipo de clientes y también enfocado a la gente adulto mayor que vive en zonas rurales y que tiene menos acceso a canales virtuales. en el ámbito de rentabilidad el canal virtual es mucho mas rentable, pero en el caso de la venta de mis productos, prefiero por el momento el canal presencial ya que hago un seguimiento de la utilización para que se obtengan mejores resultados finales. también canal telefónico ya que cualquier pedido o consulta de cliente lo realizamos por este medio."
1004120.0,37.0,1302291.0,"rrss
buscadores"
15110250.0,37.0,1727630.0,"quiero llegar a mis clientes de forma digital a través de redes sociales, especialmente instagram, facebook, twiter, ya que es un rango de edad el cual está inmerso en este tipo de redes"
12113530.0,37.0,289374.0,"a través, de convenios con corporaciones municipales, municipalidades,  hacia los estudiantes de zonas aisladas, por efecto de periodo de  permanencia en las aulas."
14725910.0,37.0,2517790.0,"con la realización de este proyecto la idea es poder habilitar un espacio de forma que se pueda atender  presencialmente al publico  también estaremos concentrados en los canales digitales con la creación de una pagina web  para poder atender via onlaine a nuestros clientes. 
canal presencial y virtual 
"
5269140.0,37.0,421555.0,"los canales utilizados serán radial, letrero caminero y redes sociales. 
según perfil  de clientes descrito, como por ejemplo turistas, los mejores medios serán a través de redes sociales como fan page. hoy en día la mayoría de las personas nos manejamos en las redes sociales por lo que es una buena forma de llegar a gran parte de la población mediante anuncios publicitando los productos ,ofertas , nuestra ubicación, etc.
por otra parte también necesito llegar presencialmente a las personas de mayor edad con un letrero físico puesto en frente de la carretera y como  también anuncios radiales que en estas comunas aun son muy útiles. 
los canales mas rentables de mi modelo de negocio serán siempre las redes sociales ya que a un bajo costo se puede llegar a una mayor cantidad de personas, ya sea para posicionarme en las comunas de rio bueno y lago ranco."
14971380.0,37.0,1229197.0,"instagram y en futuro pagina web 
instagram y pagina web 
instagram y pagina web"
2955570.0,37.0,1684712.0,"a  través de canales web, una página de venta, whatzap , y un local presencial ambientado con la cultura de la región y la cultura campesina.canales web:
a través de una página de ventas y whatzap apuntado a los clientes más jóvenes y con experiencias previas en productos tecnológicos, la página web con publicidad creativa , dinámica que rescate en el mundo tecnológico el componente de la cultura regional de la patagonia y del mundo rural con avisos, promociones etc con mensajes claros y sencillos, y de colaboración en el proceso de alfabetización digital ... de tal forma que las personas no sólo adquieran productos sino que también aprendan de temas informáticos.

"
15292120.0,37.0,2509993.0,"redes sociales , radio , afiches "
14851890.0,37.0,1237109.0,"web
redes sociales y postulando en los portales gubernamentales para las municipalidades, colegios ofreciendo personalmente el proyecto de taller y mural "
15292510.0,37.0,1591079.0,"mis canales de comunicación de delivery es a través de whatsapp debido a que no todos en la zona adquieren tecnología avanzada , lo cual tengo segmentación de clientes de clase  media y clase baja llegando así a hacer conocer mi medio de trabajo a través de mi numero telefónico el cual se adapta al requerimiento de todo tipo de cliente. 

mi método mas rentable ha sido el boca a boca entre la gente de mi comunidad y mi teléfono es mi método de trabajo para realizar delivery y compras ya sea a cualquier clase social."
14977780.0,37.0,1237017.0,redes sociales y por suegerencias
