postulante_id,pregunta_id,respuesta_id,texto.respuesta
14896420.0,16.0,1638159.0,"1.- para las disidencias sexuales, personas diversas respecto a su identidad de género, estamos especializándonos en no tener diferenciación de género, un sello distinto a través de técnicas artísticas. ofrecemos la solución de un problema que en chile no se ha visibilizado, que la ropa no tenga género, más allá del modelo que usa la ropa. 

2.- para las personas que buscan adquirir ropa consciente, ofrecemos prendas seleccionadas a mano enfocándonos en la calidad y la potencialidad de ésta, vendiendo ropa reciclada y agregándole un valor, ésta se trata de tal manera que se entrega un producto en perfecto estado. la marca reutiliza y recicla prendas con el objetivo de reducir la huella ecológica del mercado de la moda.

3.- para personas conformes con su identidad de género (cisgénero), pero no conformes con lo que se les ofrece para expresar su identidad, ofrecemos expresión, prendas que les ayuden a explorar su identidad y la imagen que quieren proyectar, no es solo algo tangible, el servicio es también el sentimiento que provoca usar el producto, encontrar conformidad en la imagen, seguridad y confianza. 

4.- para los adolescentes de hoy, la generación z, ofrecemos novedad, una marca libre de prejuicios, promoviendo sus ganas de expresarse sin clasificaciones, al ser jóvenes, poseen menos recursos por tanto nos preferirían porque ofrecemos ropa a precio accesible que satisface sus deseos de explorar por medio de lo que usan. vendemos ropa por medios virtuales, los cuales este cliente maneja a la perfección y además disfruta de las interacciones por redes sociales, nos entrega una ventaja por sobre las tiendas físicas a las que no se puede acceder a toda hora.
"
15299730.0,16.0,1806197.0,por los precios bajos y también que ayudamos a los mismos vecinos vendiendo sus productos en nuestro local
5236660.0,16.0,307198.0,"porque mi empresa esta en constante innovasión en cuanto a la entretención , por un lado ofrezco la gama tradicional de juegos de entretención más novedosos y atractivos juegos para niños y adultos . ademas de brindar un servicio digno con seriedad y respeto. "
15130270.0,16.0,1743591.0,"por qué soy experiencia viva de cambio de talla de una m a una xxl, y ya me auto ayude con esto, y como se lo que se siente, se que necesitan mis clientas no hablar de una talla como algo poco común, ser tratadas con igualdad sin hacerlas sentir diferentes y no ofrecer ropa poco estilizada por ser talla grande, lo que usa una talla s lo podrá usar una xxxl."
6519270.0,16.0,1752699.0,porque entrego el valor agregado de entregar información y tips para cuidar el producto adem
15094530.0,16.0,1709689.0,"queremos destacarnos siempre con la buena onda, dando soluciones oportunas si es que se requiere y  finalmente los clientes terminen siendo nuestros amigos, es por esto que con una oportuna fidelización, con diseños únicos, el sello de calidad y la post venta generaremos un lazo eterno."
12161750.0,16.0,337328.0,"el diseño de mi producto permite producir hortalizas en espacio reducido como por ejemplo en balcones que no tengan más de un metro de ancho y que inclusive por reglamento interno del edificio no pueda tener maceteros ya que pueden generar filtración de agua. además, el diseño del sistema hidropónico que propongo permite que sea un sistema cerrado evitando pérdidas de agua y aumentaría la eficiencia de ésta, ya que es un sistema recirculante de agua y al renovar la solución nutritiva ésta se puede usar para regar otras plantas. el sistema hidropónico en conjunto a una programación de siembra y trasplante puede entregar una lechuga todos los días del año o la disponibilidad de alguna otra hortaliza como lo son las aromáticas como por ejemplo: orégano, albahaca, manzanilla, menta, entre otros. 
un producto sustituto se puede encontrar en las tiendas growshop a lo largo del país, que corresponde a macetas, 4 a 6 maceteros, de 11 litros con sustrato inerte en donde con el uso de una bomba de aire oxigena el agua. este producto se puede considerar como sustituto porque se puede utilizar para cumplir una función similar a la que cumple mi producto, pero no posee el tamaño para poder producir 30 plantas en un mismo tiempo, no contiene un instructivo de como cultivar en ese sistema hidropónico ni tampoco asesoramiento post-venta por intermedio de la página web u otra plataforma digital o vía telefónica.
además, el sistema hidropónico contará con un instructivo paso a paso para la realización del armado y producción de hortalizas y en casos que necesiten mayor información esta se encontrará en la página web todos los instructivos de manera audiovisuales para su realización. en el caso de los productos sustitutos, al no ser específicos para este objetivo, no cuentan con esta clase de instructivos. lo anterior, significa que el usuario debe buscar por sus propios medios como adaptar el producto a lo que necesita. 
mi producto del sistema hidropónico se pueden controlar la mayoría de los factores de producción de hortalizas en donde la más importante es la eliminación o sustitución de productos orgánicos en el control de plagas y enfermedades que podría generarse. además, las dimensiones del producto permiten ser colocado en espacios que no sean más ancho a 1 metro pudiendo estar en un bacón de edificio, cercano a una gran ventana o inclusive en una cocina donde tenga una buena iluminación natural.
se pueden obtener un rendimiento potencial de una lechuga diaria de tamaño comercial con solo unas 2 horas de preocupación a la semana para tener una producción constante.
el costo del funcionamiento es muy reducido, teniendo en cuenta el tiempo de encendido de la bomba de agua y el costo de la energía eléctrica su costo es menor a 300 pesos mensuales.
el producto no tiene sustituto perfecto en el mercado por lo tanto no puede ser reemplazado por ningún otro sistema hidropónico con una producción similar, dimensiones ni costo de funcionamiento."
12134940.0,16.0,263360.0,"nuestro negocio online, les permite que en la comodidad de su hogar o de su apretada agenda de trabajo, puedan adquirir las especies que tanto desean para su coleccion, ahorrando largos viajes de busqueda por distintos cactarios del pais, en donde muchas de las especies que ellos necesitan adquirir solo son de colecciones privadas y no vendibles. el contar con días específicos de publicación y días específicos para los envíos por encomiendas, ha permitido ganar la confianza de nuestros clientes y que ellos mismos nos destaquen y diferencien por la puntualidad y seriedad del servicio. ademas dedicamos un tiempo de calidad a cada cliente de manera personal, brindando la orientación necesaria para satisfacer sus propias necesidades."
15222190.0,16.0,1758817.0,"principalmente me voy a enfocar en la calidad del producto así poder dar una alta satisfacción al cliente, con diseños propios y únicos, materiales de alta calidad y sobretodo una buena atención con el cliente "
14859190.0,16.0,1400891.0,"la competencia actualmente son viveros. la idea de regalemos vida es darle emoción a obsequiar plantas así generar con esto un valor agregado, para ello es muy importante la presentación del macetero y su decoración. además ningún vivero en coyhaique entrega un pequeño folleto con el cuidado necesario para el óptimo crecimiento. la empresa busca concientizar a la gente y enseñarles el valor de la vida que por supuesto es un regalo.

es una idea innovadora que va de la mano con los cambios de hábitos de los humanos. existe mucha chatarra de artículos que nos perduran en el tiempo. se pretende también agregar algunas frases en los maceteros incentivando el valor de la vida. por esta razón los clientes debe preferir regalemos vida. "
9679950.0,16.0,310349.0,"nuestros clientes nos prefieren por muchas fortalezas que presentamos ante la competencia como por ejemplo:
- tener un alto control en la calidad del servicio que prestamos.
- personalización en las fiestas a realizar, además de querer contar con los juegos inflables más novedosos y llamativos para nuestros clientes.
- tener profesionalismo, contar con personal capacitado, además ser responsables y puntuales con nuestros clientes. 
- tener un buen trato con el cliente, de manera cordial, para que vea que es una empresa seria.
- darle al cliente diversas opciones y propuestas de los servicios que tenemos y que estén dispuestos a pagar de acuerdo a sus necesidades. 
- contar con publicidad y promoción de los servicios, para que tenga conocimiento de nuestra empresa.
- por último y no menos importante, tener diversos medios de pago para la comodidad del clientes como por ejemplo: pago con tarjeta de débito, tarjeta de crédito,  efectivo, transferencias bancarias, etc. 
"
10987940.0,16.0,1527046.0,por la excelencia en la prestación de nuestros servicios de excursiones somos junto a mi padre los guías que conocemos de mejor forma cada paraje oleaje y zona del majestuoso rio tolten  
9703920.0,16.0,1393761.0,"porque ofrecemos cercanía, precio justo, calidad en el servicio y en los productos, orientación al cliente (atención personalizada),  "
14373250.0,16.0,1623554.0,mejor tratos y efectividad en el trabajo realizado 
5443670.0,16.0,271617.0,"esperamos que nuestros clientes nos prefieran porque nuestros productos aparte de estar categorizados como saludables, estarán aportando con el cuidado del planeta disminuyendo las bolsas plásticas.  éste será comercializado mediante un envasado reciclable, concientizando a la comunidad acerca del impacto que genera reciclar. además, queremos informar el valor nutricional de los productos a través de un breve informativo impreso en el envase que indique beneficios para la salud que contiene el fruto seco que desea consumir. "
