postulante_id,pregunta_id,respuesta_id,texto.respuesta,nota
1516970.0,37.0,296251.0,"para llegar a los clientes que apuntamos divergen dos canales, para aquellos que poseen una empresa más pequeña las redes sociales son una potente forma de publicidad, mostrar proyectos anteriores que se acomoden a sus necesidades y puedan encontrar atractivos es la principal forma de captarlos en esos medios. mientras, las empresas mas grandes o clientes con cultivos responden mejor a las reuniones formales con un pitch estudiado que muestre resultados directos de trabajos o el estudio a través de una página web y correo formal.",7.0
8844090.0,37.0,1830509.0,"venta directa, con catálogos y publicidad en imágenes, es rentable ya que la producción va directamente con la venta, producto vendido, producto que de fabrica. mas aya de llegar a un cliente final, nuestro segmento apunta al intermedio, para así lograr mas rentabilidad y atacar la mayor cantidad de clientes.",3.0
12272310.0,37.0,1482588.0,"web
rrss
teléfono
correo 
las redes sociales  y teléfono me funcionan  super bien para mis clientes de 15 a 50 años  ya que tienen mas alcance al  visualizar los productos online . y el canal mas rentable que hasta ahora   me a producido mas en por facebook (rrss)",7.0
12315250.0,37.0,694335.0,"por el canal que quiero llegar a mis clientes es por el que se esta dando hoy en día y con mas fuerza en un futuro, que es el  internet, a través de este utilizar herramientas como pagina web  y así poder mostrar mis productos y tipos de trabajo, ademas con esta pagina ligarla a redes sociales. hasta el momento los canales que ocupo son paginas de venta y por ahí viene mi rentabilidad, pero con equipamiento y publicidad a través de internet se realizaría de mejor manera. ",3.0
13638010.0,37.0,1408045.0,"nuestros servicios serán ofrecidos principalmente de forma digital, utilizando las redes sociales como instagram y facebook, donde además de vender nuestras producciones podremos fortalecer una relación mas personal con los y las clientas, teniendo un canal directo de comunicación. con este canal apuntamos principalmente a personas jóvenes y adultas que utilizan ampliamente estas plataformas para consumir material audiovisual, diseños, fotografías, etc. próximamente contaremos con una página web donde podrán buscar detalladamente nuestros packs de servicios, visualizar y conocer más nuestro trabajo, pudiendo llegar a ser un canal directo de venta, donde el cliente podrá adquirir producciones como tutoriales, conciertos privados, charlas, etc. también tendremos atención de forma presencial, implementando un centro en donde las personas puedan llegar a cotizar el servicio que necesiten, pensando principalmente en la gente que no se familiariza con los canales digitales. este mismo centro será donde trabajaremos en conjunto a nuestros clientes, ya sea en planificación, edición, sesiones fotográficas. no dejando de lado la atención por llamada o por mensaje, así como también la presentación de nuestra productora a través videos transmitidos por canales de televisión regionales y publicación de publicidad en diarios y periódicos.",7.0
15039930.0,37.0,1292516.0,"quiero llegar a mis clientes a través de: 1) letrero publicitario (en el camino hacia donde circulan los vehículos para el parque nacional vicente pérez rosales, saltos del petrohué, volcán osorno, lago esmeralda, etc.) 2) publicidad en redes sociales facebook e instagram segmentados por preferencias y sector geográfico 3) página web con posicionamiento en google ads 4) páginas especializadas: airbnb, booking, trivago, etc. 5) sernatur.
todos estos canales funcionarían muy bien para mis segmentos de clientes.
los más rentables son 1,2 ,3 y 5,  en caso del punto 4 airbnb, booking, trivago se debe pagar una comisión por el uso de sus plataformas, y el cliente debe pagar también una comisión.",3.0
13878200.0,37.0,1389415.0,"en mi modelo de negocio lo más rentable ha sido la publicidad a través de facebook, pero de la misma manera, creemos que sería productivo la difusión de medios como radios, diarios y otras redes sociales, ya que son aquellos que utilizan gran parte de la población adulta. ",3.0
10037230.0,37.0,324702.0,"los canales de comunicación serían las redes sociales como facebook, instagram y sobretodo linkedin, tarjetas de presentación, también los correos corporativos y la página web que queremos realizar con el financiamiento del proyecto.   ",3.0
14985110.0,37.0,1368899.0,"rrss, radio y publicidad de boca a boca como así también los canales rentables de mi modelo de negocio son la calidad que entregara en el servicio.",1.0
12351880.0,37.0,690609.0,"1.- recomendación por parte de los visitantes
2.- a través de redes sociales.
3.- pagina web.
4.- ferias turísticas. 
5.- marketing radial.
6.-agencias de turismo.",1.0
12513650.0,37.0,696359.0,"instagram, ya que es la mejor plataforma para visualizar y vender mis productos. ",3.0
3930420.0,37.0,1227288.0,"mis clientes me contactan a traves de las redes sociales y wasap, los cuales son más accesibles y baratas para la gestión de su negocio.",3.0
8050350.0,37.0,258646.0,"los canales de difusión mas importantes, que conozco y que se funcionan, son una fuerte campaña de difusión en redes sociales, con su base en página web para contener toda la información y generar las compras y envíos, sin embargo para captar clientes empresas, de grandes y lujoso hoteles (por ejemplo) se realizará de forma presencial y muy bien presentada, en donde celebraremos contratos de mayor volumen y con ello el impulso necesario para lograr inversiones mas robustas.  ",5.0
1197580.0,37.0,650014.0,"a través de agencia  de turismo .al comienzo de cada temporada  promocionar a través de paginas web ,redes sociales (instagram,facebook twitteer ),folleteria, captadores ,alianzas comerciales.
para el segmento local la pagina web y captadores además de las redes sociales y avisos .
para el segmento nacional página web, redes sociales , avisos.alianzas comerciales
segmento internacional ,las pagina web, agencia de turismo ,redes sociales. avisos  .
el canal más rentable sera la agencia de turismo , la pagina web alianzas comerciales  ,invitándolos a realizar rutas y  productos que promuevan actividades  al aire libre y el deporte en la patagonia .

",7.0
760680.0,37.0,343194.0,"el canal que mas sirve a nuestro negocio es la relación personal, cara a cara con nuestros clientes directos o directivos de confianza que puedan servir de puente con quienes toman las decisiones finales de cada empresa u organización. indistintamente del segmento de clientes, debemos concretar entrevistas para proponer nuestro servicio y mostrando con ejemplos comprobables del éxito de la gee en toda organización moderna. indispensable en este sentido se hace poseer una solida presentación en powepoint o similares, una tablet donde demostrar ejemplos concretos de ee en otras instituciones, mostrar graficos comparativos y explicar el modelo de negocio técnico-financiero esco donde la inversión inicial se paga con los ahorros generados por el plan de eficiencia energética. es en esta instancia donde puedo explicar, seducir y empatizar con las necesidades, miedos y sueños del potencial comprador. también es necesario un respaldo en la web de nuestra empresa, donde ofrecer el contacto directo con la organización y como eje de nuestras ofertas de servicio. donde mostrar lo que hacemos a partir de experiencias realizadas, actualizando también este soporte en torno a noticias relevantes del rubro y nuestra empresa. 
otro eje es la participacion de ferias ecologicas, de vivienda, de ernc, municipales, regionales donde tener un stand de promoción del negocio.",3.0
6401400.0,37.0,1641679.0,"a través de redes sociales, como son whatsapp e instagram, con la primera específicamente a través de listas de difusión para lo cual crearé una base de datos con personas que pertenecen al segmento de cliente apuntado. con instagram pagaré publicidad para que llegue al segmento escogido.",5.0
14595680.0,37.0,1539559.0,"como nuestros principales clientes son turistas que visitan nuestra región los principales canales de distribución son la atención personalizada y redes sociales como facebook, instagram y twetter. también publicidad que esperamos realizar a través de un buen plan de marketing digital con el que podamos llegar y ampliar nuestro segmento de clientes.
para los clientes de empresas turísticas nuestro canal de distribución será a través de folletería o catalogo que esperamos implementar con nuestro proyecto.
mi canal de distribución mas rentable es la atención personalizada en donde yo puedo explicar y dar a conocer de manera mas precisa en que consisten mis artesanías y manualidades y el otro canal rentable será la creación de un catalogo virtual para poder vender mis productos a distintas zonas del país.
",7.0
7994670.0,37.0,266282.0,"en primer lugar utilizaré las redes sociales (instagram y facebook), también pretendo tener mi sitio web y habilitar el e-comerce como canal de venta principal. además, me interesa generar vínculos o alianzas con tiendas de mascotas y veterinarias para poder darme a conocer entre mis clientes y hacerles llegar mi propuesta. por otra parte, me interesa participar de las ferias que se desarrollan en chile durante el año para poder acercar el producto a mis clientes (expo mascotas &animales, otras ferias)",3.0
12154000.0,37.0,254207.0,"el principal canal con el cual utopía llegará a los clientes es mediante redes sociales (facebook, instagram, whatsapp, linkedin, etc.), es el canal que mejor funcionará con nuestro segmento de clientes, debido a que hoy en día es un canal muy utilizado por empresas emergentes, en dicho canal esta incorporado el marketing de forma muy óptima lo que permite segmentar a los clientes como se ajuste a la necesidad del proyecto, con esto se reducen tiempos en la toma de decisiones y ejecución de planes estratégicos en la llegada al cliente por medio de publicidades.

otro canal con el cual se llegará a los clientes es por medio de ferias de emprendimientos y negocios relacionados al rubro y productos que utopía ofrece, ejemplo claro serían las ferias ecológicas, de reutilización, impactos ambientales y todos lo relacionado a la ecología y sustentabilidad. esto permitirá a utopía llegar a los clientes deseados debido a que asisten personas segmentadas ya por su interés y se sentirán identificados y querrán saber más sobre que trata el proyecto presentado.",7.0
10558300.0,37.0,1336676.0,"nuestros canales para llegar a nuestro publico objetivo son las redes sociales, facebook, instagram y youtube. estos canales son los más rentables ya que aquí entregaremos todo el contenido para nuestra audiencia. como segundo canal son las tiendas deportivas que venden suplementos y todas las tiendas que venden productos para vegetarianos y veganos.
después de la pandemia iremos a ferias deportivas y estilo sustentable para presentar nuestros productos.",3.0
12362870.0,37.0,648841.0,"mis canales serán en un local establecido en mi domicilio,para atender de manera presencial. así como también la  promoción, reserva y pedidos serán a través de redes sociales; instagram, facebook y whatsapp. por otro lado será distribuido a través de intermediarios, que serán tiendas aliadas.",3.0
12399290.0,37.0,646173.0,"para empezar, el canal indispensable es el presencial, ya que, es por ese metodo llegamos a cualquier tipo de cliente. por otro lado, el canal de plataformas digitales gratuitas, ya sea; instagram, facebook, etc. sumando la publicidad agregada que tienen estas plataformas.
los canales que mas funcionan para mi segmento de clientes serian las plataformas virtuales, ya que, nuestros principales clientes prefieren mayoritariamente infirmarse por este metodo.
los canales mas rentables son sin duda la publicidad que generan las plataformas virtuales, pero ademas, el canal presencial es de suma importancia, ya que, con la estetica se atraera al cliente de paso.",5.0
14970990.0,37.0,1441303.0,"en particular instagram ya que es una plataforma utilizada por este grupo socioeconómico y en el cual es muy fácil hacer publicidad y expandir el universo de clientes. igualmente, se planea ofrecer este servicio a través de facebook marketplace, debido al enorme alcance que se podría lograr a través de este medio. 

los canales más rentables para este segmento de clientes, además de instagram, es el boca a boca que se realizará entre los clientes satisfechos. ",5.0
15136060.0,37.0,1757231.0,página web y redes sociales.,3.0
12109140.0,37.0,259428.0,"para un primer acercamiento se utilizará la publicidad virtual, tales como página web y redes sociales, ya que éstas permiten llegar en poco tiempo, a todo el mundo y mi producto está orientado a visitantes, tanto nacionales, como extranjeros.
la etapa de la entrega del producto y servicio, se hará de manera presencial, directa y personalizada.",7.0
14913580.0,37.0,1482059.0,"mis servicios los ofrecere por redes sociales facebook, instagram  y por medios locales.",3.0
509810.0,37.0,1674661.0,"los canales por los que queremos llegar a nuestros clientes son:
para llegar a tiendas comerciales, nuestros canal principal es mediante una campaña comunicacional a través de redes sociales, pagina web , envíos de portafolio por correo directo con un amplio muestrario de diseños y materiales, envió de promociones. compartiendo muestras de los  proyectos ejecutados en el lugar  para generar alianzas de apoyo mutuo en publicidad , promoción en pequeños videos en el canal de  youtube e instragran invitándolos a pequeñas capsulas de capacitación que mejoren sus negocios. 
para llegar a pequeños emprendedores y familias en zonas más apartadas o rurales nuestros canales son radio, avisos en redes sociales en paginas de grupos de ventas o de artesanos y productores. entrega directa de folleto promocional en lugares de actividades turísticas como mercados municipales, centro cultural, ferias y oficinas de información. para llegar a un publico más familiar participar en muestra de trabajos en las ferias y festivales municipales en temporada de verano.",7.0
