postulante_id,pregunta_id,respuesta_id,texto.respuesta
12244600.0,15.0,231964.0,"a personas naturales y particulares

vecinos amigos y familiares "
12078680.0,15.0,233919.0,"principalmente a personas naturales, de la población civil, armada, funcionarios de aeronaútica, carabineros, con mascotas o animales de uso agrícola, en espera para inmunizar a gran parte de la población animal, aproximadamente 600 caninos y 200 felinos y otras especies (equinos y bovinos) de la comuna de cabo de hornos. además clientes como servicios públicos relacionados con el área como son sag, indap y aduana, que se relacionan con este tipo de animales. 
se pretende que la población comience a conocer los aspectos que involucra ser un propietario responsable, acorde a la implementación de la ordenanza municipal de tenencia de mascotas y la ley 21.020 “cholito”, recientemente aprobada en el congreso. para ello, el proyecto contempla además la realización en la comuna de charlas con todos los grupos sociales de la comuna y la población en general, con el fin de captar una mayor cantidad de clientes y comercializar mi negocio, además lo anterior permitirá formar a la población en mantener la salud de sus animales, y así proteger la salud de su familia, adoptando hábitos de tenencia responsable de mascotas.
"
13203970.0,15.0,1417979.0,"a mujeres que quieran realizarse servicios para sus pestañas,  extensiones de pestañas y lifting de pestañas. o servicios de uñas. que tengan un rango de edad desde los 17 años en adelante."
10885830.0,15.0,1675648.0,"en este caso nos enfocaremos en varios segmentos ya que el fin de abrir a las 7 am es poder llegar a ese cliente que busca un desayuno bien temprano, también el ofrecer comida rápida fácil de calentar y llevar como empanadas, papas rellenas y milcaos nos permite llegar al cliente que durante el día busca algo rico y económico, el chofer, el repartidor que pasa a descargar a un negocio cercano, el estudiante que olvido su almuerzo y cualquier persona que durante el día tenga hambre y quiera comer un producto fresco y de elaboración casera."
12030750.0,15.0,666181.0,"nuestro producto apunta a un publico adulto joven, ya sea trabajador como un universitario, familias o amigos que deseen disfrutar en conjunto de nuestro servicio a domicilio."
14546030.0,15.0,1655385.0,"principalmente pienso que entregaría valor a personas que bordeen edades de entre 15 a 35 años. segmentándose según personalidad, estilo de vida, valores, actitudes e intereses.
 
"
12184760.0,15.0,1729031.0,"se trata de clientes de clase media asalariada y clase alta propietaria entre 30 y 60 años de edad, que cuenten con vivienda propia.
para el caso de los trabajadores asalariados, apuntamos sobre todo a brindar servicio de herrería general ya sea para su hogar y/o apoyar sus propios emprendimientos, sin descartar el ofrecimiento de muebles.
para el caso de los clientes de un poder adquisitivo mayor, si bien también se ofrecerá el servicio de herrería apuntamos a que sean ellos nuestros potenciales compradores de muebles.
otro grupo importante de clientes son los comerciantes del rubro muebles. aquellos que ya posean un negocio de venta de muebles pero no sean productores de los mismos.
y por último diversas instituciones, de carácter público o para brindar servicios relacionados con la herrería y soldadura en todo aquello que sea refacciones para refacciones de la infraestructura edilicia."
11475860.0,15.0,1359812.0,"clientes a quienes está dirigida la propuesta de valor son mujeres que tengan entre 16 y 50 años de edad, que vivan principalmente en el sector oriente de la ciudad de talca.
se ha definido este segmento de clientes, ya que las mujeres en este rango de edad, son personas que cuentan con un poder adquisitivo para comprar uno o más servicios de belleza, en cuanto a las menores de edad hoy en día también buscan este tipo de servicio ya que la belleza significa estar a la vanguardia, y los padres están dispuestos a pagar para que sus hijas se sientan bien y hermosas.  a las mujeres hoy les interese mantener una buena imagen de sus manos, cabello y rostro, ya sea por su trabajo o por bienestar propio. además, es importante mencionar, que las mujeres no solo buscan este servicio de belleza para ellas sino que también para regalar a sus amigas, madre o colegas. 
cabe destacar, que se ha definido este grupo de clientes porque son personas a las que se pueden llegar e interactuar con ellas y obtener un resultado positivo por medio de las redes sociales, puesto que las mujeres de este segmento poseen un teléfono con el cual se conectan a las redes, y utilizan como buscador principalmente facebook e instagram, y por supuesto whatsapp. 
es fácil llegar a este público por medio de campañas publicitarias en las redes sociales, por esto he definido que mi segmento de clientes serán las personas con las características anteriormente mencionadas."
12595320.0,15.0,1663941.0,"nuestros principales cliente son personas que requieran construir un proyecto y no saben como y que hacer para poder llevarlo a cabo, ya sea, familias que quieran construir su vivienda, hacer arreglos en su hogar, arreglar o construir un quincho, tambien persona natural y empresas en general que requieran de algun servicio de construccion como, matencion de herramientas y locales, construccion o mejoramiento de estructuras de madera como de metal.
cotizamos los materiales a utilizar con diferentes proveedores para poder tener mas variedad de productos y los mejores precios del mercado.
"
3106120.0,15.0,1136538.0,"nuestro servicio esta dirigido principalmente a vecinos de la villa, en un rango etario de aproximado 25 a 35 años quienes buscan disfrutar de comidas diferentes, de calidad, variedad y con un servicio eficiente.
otro segmento son los vecinos o transeúntes que circulan por la carretera frente a nuestro negocio buscando consumir un producto de forma inmediata y evitar tener que cocinar al llegar a su hogar.
también niños y adolescentes de la villa que concurran a la plaza de juegos que esta a un costado de nuestro negocio que quieran refrescarse con un helado artesanal o jugo natural.
"
